configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,100.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,4,12,33.333333333333336,1.7500625867396593,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 233.03193374687586, -239.14418486682985, 0.0, 0.0, 0.0], [0.0, 239.1245406779697, -233.01297226268898, 0.0, 0.0, 0.0]]",(x0)' =  233.032 x0 + -239.144 x1 | (x1)' =  239.125 x0 + -233.013 x1
2,35.0,,,100.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,12,33.333333333333336,0.12412397004663944,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 233.3169763208484, -239.36110423096758, 0.0, 0.0, 0.0], [0.0, 239.34038077376513, -233.29675261725703, 0.0, 0.0, 0.0]]",(x0)' =  233.317 x0 + -239.361 x1 | (x1)' =  239.340 x0 + -233.297 x1
3,35.0,,,100.0,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,12,33.333333333333336,0.11161582171916962,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 235.7625143827504, -241.17136917378568, 0.0, 0.0, 0.0], [0.0, 241.1214750846318, -235.710692864655, 0.0, 0.0, 0.0]]",(x0)' =  235.763 x0 + -241.171 x1 | (x1)' =  241.121 x0 + -235.711 x1
4,35.0,,,100.0,2,2,2,8.0,8.0,0,0.0,finite_difference,success,,4,12,33.333333333333336,0.10589022375643253,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 105.94247475031861, -117.26513706068917, 0.0, 0.0, 0.0], [0.0, 117.25612400005477, -105.93601854878825, 0.0, 0.0, 0.0]]",(x0)' =  105.942 x0 + -117.265 x1 | (x1)' =  117.256 x0 + -105.936 x1
5,35.0,,,100.0,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,12,33.333333333333336,0.1139613725244999,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 106.21844939108203, -117.43255540807384, 0.0, 0.0, 0.0], [0.0, 117.42247388808305, -106.21075073883851, 0.0, 0.0, 0.0]]",(x0)' =  106.218 x0 + -117.433 x1 | (x1)' =  117.422 x0 + -106.211 x1
6,35.0,,,100.0,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,12,33.333333333333336,0.12036840058863163,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 108.64429385467305, -118.81094660357154, 0.0, 0.0, 0.0], [0.0, 118.78181843376815, -108.61436000250393, 0.0, 0.0, 0.0]]",(x0)' =  108.644 x0 + -118.811 x1 | (x1)' =  118.782 x0 + -108.614 x1
7,35.0,,,100.0,2,2,5,20.0,20.0,0,0.0,finite_difference,success,,0,12,0.0,0.0905287154018879,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  0.000 | (x1)' =  0.000
8,35.0,,,100.0,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,0,12,0.0,0.10116014257073402,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  0.000 | (x1)' =  0.000
9,35.0,,,100.0,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,0,12,0.0,0.10160638019442558,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  0.000 | (x1)' =  0.000
10,35.0,,,100.0,2,4,1,4.0,12.0,0,0.0,finite_difference,success,,12,60,20.0,0.2925495579838753,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[0.0, 431.4252971750464, -724.0960927871413, 397.6391230032981, -106.08679598294637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 125.0069688793188, 0.0, -125.00752289370845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 125.00689764262228, 0.0, -125.00500278011656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 106.02826149040243, -397.4779381247798, 723.9392412493247, -431.37059499230315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  431.425 x0 + -724.096 x1 +  397.639 x2 + -106.087 x3 | (x1)' =  125.007 x0 + -125.008 x2 | (x2)' =  125.007 x1 + -125.005 x3 | (x3)' =  106.028 x0 + -397.478 x1 +  723.939 x2 + -431.371 x3
