lowpass_hz,degree,n_delays,delay_samples,configuration_smooth_0,configuration_smooth_5,configuration_smooth_9,coefficient_count,max_variance,max_standard_deviation,max_variance_equation_index,max_variance_feature_index,max_variance_feature_name,mean_coefficient_at_max_variance,mean_elementwise_variance,relative_rms_variability,mean_pairwise_cosine_similarity,minimum_pairwise_cosine_similarity
35.0,1,2,1,1,2,3,6,1.5019973655780234,1.2255600212058255,0,1,x0,234.03714148349147,0.7656209601461125,0.0045223425575667,0.999999220750388,0.99999871734813
35.0,1,2,2,4,5,6,6,1.473412204059289,1.213841918891949,0,1,x0,106.93507266535794,0.6445886993663209,0.008739683407816197,0.9999890343124894,0.9999819688928491
35.0,1,2,5,7,8,9,6,1.2521741122067545,1.1190058588795477,1,2,x1,-22.615486862489643,0.8132988207208248,0.03523594947827512,0.9998790640936467,0.9998029610169936
35.0,1,4,1,10,11,12,20,178.60969514040866,13.364493822828033,3,3,x2,734.993216235357,28.5843680309841,0.017465543232161214,0.9999708589845436,0.9999518963240079
35.0,1,4,2,13,14,15,20,72.60039802399636,8.520586718295657,0,2,x1,-272.80492107820334,12.482075770783839,0.029886609054264178,0.9998254860870049,0.9997086850946298
35.0,1,4,5,16,17,18,20,6.61507573772428,2.5719789535927933,0,2,x1,-48.582074357613244,1.7813266508684429,0.053696820652739376,0.9982545707540634,0.997151019431455
35.0,1,6,1,19,20,21,42,10269.06192186992,101.33638005114412,0,3,x2,1675.6199668836846,933.7238206322337,0.05239617549156575,0.9989753814340044,0.9984048211072248
35.0,1,6,2,22,23,24,42,923.2461684020054,30.38496615765773,5,4,x3,-300.42042071329627,104.8046713190292,0.07618808100686471,0.9986080664885044,0.9976469807660029
35.0,1,6,5,25,26,27,42,7.264320358675396,2.6952403155702824,0,2,x1,-48.968010657088364,1.5274083448679607,0.055994918204305584,0.998076675940922,0.9968606607665362
35.0,1,8,1,28,29,30,72,190166.48189409534,436.08082036945325,0,4,x3,-4203.315383303666,12594.117197560989,0.09650854643602516,0.9943563988484488,0.9916049811571425
35.0,1,8,2,31,32,33,72,8246.990099649272,90.81294015529545,7,5,x4,405.121592990612,689.2600734699419,0.17122488543503722,0.9931709800805194,0.988325579207944
35.0,1,8,5,34,35,36,72,7.365884856542604,2.714016369984272,0,2,x1,-49.066600925033434,1.2190261937471552,0.055676722382769286,0.9980962596386624,0.9968912924601706
35.0,2,2,1,37,38,39,12,3.9303402572067156,1.9825085768305557,0,0,1,-18.645766496351225,0.7689302552541472,0.00639548952159838,0.9999637068681827,0.9999397924261983
35.0,2,2,2,40,41,42,12,10.728684358043564,3.2754670442615605,0,0,1,-34.158405342767814,1.4116680105087986,0.017944258410419744,0.9995551668987158,0.9992638022722686
35.0,2,2,5,43,44,45,12,10.041545647652043,3.1688397952013987,1,0,1,13.134688852159906,1.672068761068327,0.05892445596532564,0.995182089451847,0.99202030306821
35.0,2,4,1,46,47,48,60,180.4268393422383,13.432305808841544,3,3,x2,736.2532510739719,11.549829021799573,0.019166082471119863,0.9998940002999711,0.999827597640873
35.0,2,4,2,49,50,51,60,72.3471274220917,8.5057114589017,0,2,x1,-273.6881285568639,4.839726629374002,0.032020321672206045,0.9995305898957826,0.999219724251154
35.0,2,4,5,52,53,54,60,14.107837617590965,3.756040151221891,1,0,1,-6.836817151668375,0.8972851926957081,0.05557940374100377,0.9959798816239092,0.9934241186964332
