configuration_index,test_trial_id,window_index,window_start_s,window_duration_s,simulation_status,failure_reason,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
40,4,0,0.0,1.996,success,,1.996,3.1188011839985847,2993,500,11.331844394607518,500,25.54326430627632,25.52745487925287
40,4,1,2.0,1.996,success,,1.996,3.032976085320115,2901,500,7.9256947201828005,500,33.28930868546534,33.25726067457984
40,4,2,4.0,1.996,success,,1.996,3.517346439883113,3402,500,21.36999210045013,500,37.086873251712724,37.06282221269058
40,4,3,6.0,1.996,success,,1.996,3.7712177596986294,3670,500,31.72358071474315,500,41.373860512155574,41.32058803069681
40,4,4,8.0,1.996,success,,1.996,3.743958977982402,3632,500,28.329137693935497,500,34.86582654676129,34.860387466090664
40,4,5,10.0,1.996,success,,1.996,3.582409296184778,3484,500,19.791391526274676,500,30.58670556342848,30.585665383003956
40,4,6,12.0,1.996,success,,1.996,3.7998714670538902,3711,500,35.47969805968216,500,40.08229195652207,40.015163417441435
40,4,7,14.0,0.08,success,,0.08,0.1312440950423479,127,21,13.849028378394056,21,23.523108961454405,21.457828284196104
40,1088,0,0.0,1.996,success,,1.996,3.944012712687254,3850,500,46.386161814582245,500,63.527587731132826,63.428067089173375
40,1088,1,2.0,1.996,success,,1.996,2.8270008955150843,2718,500,4.954723232128166,500,36.28534755416139,36.26712795682976
40,1088,2,4.0,1.996,success,,1.996,3.8447463680058718,3679,500,39.9163132894829,500,55.71287499302423,55.635241123283286
40,1088,3,6.0,1.996,success,,1.996,3.8838506527245045,3742,500,24.793603056306807,500,46.56205432279553,46.28124274017584
40,1088,4,8.0,1.996,success,,1.996,4.0022434163838625,3868,500,50.142959959654846,500,92.09681558467244,92.13984993998679
40,1088,5,10.0,1.996,success,,1.996,3.546497944742441,3444,500,18.7514568881941,500,45.14178590712356,45.08830067765741
40,1088,6,12.0,1.996,success,,1.996,3.6790771521627903,3570,500,31.198888555172253,500,49.30510777717436,49.31696574663697
40,1088,7,14.0,0.192,success,,0.192,0.34575299359858036,333,49,15.35311158025755,49,23.439752657211795,22.96472223766397
40,622,0,0.0,1.996,success,,1.996,3.97578869946301,3862,500,42.76946147824314,500,54.27450993836671,54.242771748473466
40,622,1,2.0,1.996,success,,1.996,3.9447119757533073,3848,500,47.3056730330663,500,66.33263060000816,66.37565260155124
40,622,2,4.0,1.996,success,,1.996,3.759187003597617,3656,500,35.7373635013813,500,50.65863311242916,50.565387412760614
40,622,3,6.0,1.996,success,,1.996,3.9597812686115503,3854,500,24.67613897961551,500,42.401226106703085,42.358740090762865
40,622,4,8.0,1.996,success,,1.996,3.692205298691988,3596,500,19.680395125408477,500,37.5143970177429,37.526096826203
40,622,5,10.0,1.996,success,,1.996,3.771718643605709,3687,500,35.9947712125938,500,48.64829546494596,48.66080860008204
40,622,6,12.0,1.996,success,,1.996,4.007234323769808,3856,500,44.63622199049683,500,57.663643455182005,57.70563177954973
40,622,7,14.0,0.188,success,,0.188,0.39436611719429493,383,48,36.17517237271184,48,63.32379231225892,62.26383310279199
40,620,0,0.0,1.996,success,,1.996,3.0259873252362013,2882,500,8.569195230863201,500,35.900345939427034,35.85899083246162
40,620,1,2.0,1.996,success,,1.996,4.044298265129328,3911,500,45.008695709610734,500,56.80942749590393,56.476714303430725
40,620,2,4.0,1.996,success,,1.996,4.2306301984936,4115,500,70.50137419523836,500,75.66897044125778,75.5110803741924
40,620,3,6.0,1.996,success,,1.996,3.9229753967374563,3823,500,47.81906655969111,500,52.90316436323073,52.8636065810701
40,620,4,8.0,1.996,success,,1.996,3.729944871738553,3619,500,24.86511088330466,500,46.36241201686744,46.31389186746022
40,620,5,10.0,1.996,success,,1.996,3.842019747942686,3728,500,32.60369159865213,500,60.14887653918427,60.15530198521364
40,620,6,12.0,1.996,success,,1.996,3.5725005362182856,3487,500,21.115009401365548,500,41.69802757606678,41.46448432123565
40,620,7,14.0,0.188,success,,0.188,0.40179411694407463,393,48,43.59556880340815,48,46.795003681042694,46.52321358975055
