configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,stlsq,50000.0,0.05,1.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,16,20,80.0,1.5949694365262985,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 233.30361651230473, -240.061313066815, 0.019234352695556435, 0.0, -0.005936626312302728, -0.0020273729746456705, 0.002206911195995868, 0.0016732117248237652, -0.0016788966478618328], [0.0, 240.16819753577272, -233.40987632250327, 0.01904686284910854, 0.0, -0.032106663575379404, -0.0004870590380661623, 0.004866060753755542, -0.008403803152066158, 0.003855627297597766]]",(x0)' =  233.304 x0 + -240.061 x1 +  0.019 x0^2 + -0.006 x1^2 + -0.002 x0^3 +  0.002 x0^2 x1 +  0.002 x0 x1^2 + -0.002 x1^3 | (x1)' =  240.168 x0 + -233.410 x1 +  0.019 x0^2 + -0.032 x1^2 +  0.005 x0^2 x1 + -0.008 x0 x1^2 +  0.004 x1^3
2,35.0,,,stlsq,50000.0,0.05,1.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.21089497953653336,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 233.57264327533534, -240.26505939265095, 0.018360831527212736, 0.0, -0.00534495459977185, -0.0020889249538264825, 0.0023708563532522002, 0.0015391226063745636, -0.0016469526590796742], [0.0, 240.3559694956688, -233.66378973308056, 0.019325362600314106, 0.0, -0.032073498728061395, -0.00039986585144084427, 0.00466291308498382, -0.008258228005197946, 0.0038254816564935214]]",(x0)' =  233.573 x0 + -240.265 x1 +  0.018 x0^2 + -0.005 x1^2 + -0.002 x0^3 +  0.002 x0^2 x1 +  0.002 x0 x1^2 + -0.002 x1^3 | (x1)' =  240.356 x0 + -233.664 x1 +  0.019 x0^2 + -0.032 x1^2 +  0.005 x0^2 x1 + -0.008 x0 x1^2 +  0.004 x1^3
3,35.0,,,stlsq,50000.0,0.05,1.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.20802725292742252,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 235.87619168292554, -241.94699488245436, 0.010919514655632873, 0.0, -0.0005590802535637583, -0.0025235458913113644, 0.003348056088654875, 0.0009461211251188596, -0.0015953361068086324], [0.0, 241.90733407182452, -235.83045218177037, 0.02167584614703526, 0.0, -0.03168836379292104, 0.0004298482800410185, 0.0025323562870715253, -0.006499823027492216, 0.003365388583739748]]",(x0)' =  235.876 x0 + -241.947 x1 +  0.011 x0^2 + -0.001 x1^2 + -0.003 x0^3 +  0.003 x0^2 x1 +  0.001 x0 x1^2 + -0.002 x1^3 | (x1)' =  241.907 x0 + -235.830 x1 +  0.022 x0^2 + -0.032 x1^2 +  0.003 x0^2 x1 + -0.006 x0 x1^2 +  0.003 x1^3
4,35.0,,,stlsq,50000.0,0.05,1.0,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,8,20,40.0,0.15705917216837406,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 105.40566606673927, -118.8382871729085, 0.0, 0.0, 0.0, 7.944754485936334e-05, 0.0, 0.0, 0.0003182658208742721], [0.0, 118.40780094612265, -105.01364382957789, 0.0, 0.0, 0.0, -0.00022139638002428597, 0.0, 0.0, -0.00016966704275744957]]",(x0)' =  105.406 x0 + -118.838 x1 | (x1)' =  118.408 x0 + -105.014 x1
5,35.0,,,stlsq,50000.0,0.05,1.0,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,20,40.0,0.15622656606137753,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 105.66237468366421, -118.9845528624698, 0.0, 0.0, 0.0, 8.375413656154886e-05, 0.0, 0.0, 0.0003141970902632509], [0.0, 118.56447429949462, -105.27965135710767, 0.0, 0.0, 0.0, -0.00021960918781469346, 0.0, 0.0, -0.00017185150478364432]]",(x0)' =  105.662 x0 + -118.985 x1 | (x1)' =  118.564 x0 + -105.280 x1
6,35.0,,,stlsq,50000.0,0.05,1.0,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,8,20,40.0,0.16018698178231716,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 107.94689975584211, -120.18113494271921, 0.0, 0.0, 0.0, 0.00011711769960924717, 0.0, 0.0, 0.0002790265877654617], [0.0, 119.8345049775501, -107.62604240329973, 0.0, 0.0, 0.0, -0.00020309018481773182, 0.0, 0.0, -0.00018802750640034845]]",(x0)' =  107.947 x0 + -120.181 x1 | (x1)' =  119.835 x0 + -107.626 x1
7,35.0,,,stlsq,50000.0,0.05,1.0,3,2,5,20.0,20.0,0,0.0,finite_difference,success,,4,20,20.0,0.16106354631483555,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 21.687651712213942, -37.238413384161944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 37.252404486984666, -21.713055623656764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  21.688 x0 + -37.238 x1 | (x1)' =  37.252 x0 + -21.713 x1
8,35.0,,,stlsq,50000.0,0.05,1.0,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,20,20.0,0.17996996454894543,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 21.9155699092135, -37.48095152288855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 37.49504418281159, -21.940884330427412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  21.916 x0 + -37.481 x1 | (x1)' =  37.495 x0 + -21.941 x1
9,35.0,,,stlsq,50000.0,0.05,1.0,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,20,30.0,0.18007304891943932,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 21.908966449798594, -40.89664142006121, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011523684697505403, -0.00029027199950661234], [0.0, 39.67777191226516, -24.192525809745952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  21.909 x0 + -40.897 x1 +  0.001 x0 x1^2 | (x1)' =  39.678 x0 + -24.193 x1
10,35.0,,,stlsq,50000.0,0.05,1.0,3,4,1,4.0,12.0,0,0.0,finite_difference,success,,36,140,25.714285714285715,0.9066668301820755,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2"", ""x0^3"", ""x0^2 x1"", ""x0^2 x2"", ""x0^2 x3"", ""x0 x1^2"", ""x0 x1 x2"", ""x0 x1 x3"", ""x0 x2^2"", ""x0 x2 x3"", ""x0 x3^2"", ""x1^3"", ""x1^2 x2"", ""x1^2 x3"", ""x1 x2^2"", ""x1 x2 x3"", ""x1 x3^2"", ""x2^3"", ""x2^2 x3"", ""x2 x3^2"", ""x3^3""]","[[0.0, 432.63042256688203, -728.0676004654817, 401.89830924061664, -107.71337471068162, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0005747522023865139, 0.0, 0.0, 0.0017354195052536722, 0.0, 0.0, 0.0, 0.0, -0.0035583298296797145, 0.0015207524185622424, 0.006057204100399936, -0.016773626877257104, 0.0, 0.01717169762239469, 0.0, 0.0, -0.0055119951943763835, 0.0, 0.0, 0.0], [0.0, 125.02429937337726, -0.02007327115832983, -125.01842602262653, 0.01539199576352329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0928531223441194e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.382727076176555e-08, 0.0, 0.0, 0.0], [0.0, -0.05068456352148919, 125.10719231567523, -0.061800710492119194, -124.99529220093294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.3074758110502875e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.503036095298167e-08], [0.0, 107.30263680427974, -400.3766297096752, 726.7458645232649, -432.4233592576081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0015735734609015682, 0.0, 0.0, 0.004238180031206601, 0.0, 0.0, -0.0021123239787881783, 0.005446949639856332, -0.0173454164195399, 0.0, 0.01606579598560347, 0.0, 0.0, -0.0053358841292676365, 0.0, 0.0, 0.000551131540663455]]",(x0)' =  432.630 x0 + -728.068 x1 +  401.898 x2 + -107.713 x3 + -0.001 x0^3 +  0.002 x0^2 x3 + -0.004 x0 x2 x3 +  0.002 x0 x3^2 +  0.006 x1^3 + -0.017 x1^2 x2 +  0.017 x1 x2^2 + -0.006 x2^3 | (x1)' =  125.024 x0 + -0.020 x1 + -125.018 x2 +  0.015 x3 | (x2)' = -0.051 x0 +  125.107 x1 + -0.062 x2 + -124.995 x3 | (x3)' =  107.303 x0 + -400.377 x1 +  726.746 x2 + -432.423 x3 + -0.002 x0^2 x3 +  0.004 x0 x1 x3 + -0.002 x0 x3^2 +  0.005 x1^3 + -0.017 x1^2 x2 +  0.016 x1 x2^2 + -0.005 x2^3 +  0.001 x3^3
